Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-531284,23/06/2023 8:29,Term 2,Welfare,Regional North,Lake Macquarie North,Student Behaviour,,,An employee reports an incident of a student's behaviour on school grounds. No injuries sustained. Parents have been notified. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2023-531364,23/06/2023 9:07,Term 2,Emergency Situation,Regional North,Blue Mountains,Utility Failure,,,An executive reports of an incident of a utility failure within school grounds. School remains operational. Parents have been informed. Director of Educational Leadership is aware.,1,On workplace grounds
S-2023-531392,23/06/2023 9:23,Term 2,Emergency Situation,Rural North,Peel,Utility Failure,,,Director reports a utility failure on school grounds. School was evacuated. Emergency services were called.,1,On workplace grounds
S-2023-531461,23/06/2023 9:51,Term 2,Welfare,Rural South and West,Mitchell,Self Harm,,,"A staff member reported a student who displayed ####### behaviour on school grounds. First aid was not required. Parents are aware. The student was conveyed to the hospital by the parents. The student was hospitalised. Support will be provided to the involved student. ##### was followed. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-531522,23/06/2023 10:11,Term 2,Violence,Regional South,Lake Illawarra North,Assault,,,Executive staff reports students were involved in a physical fight in the school grounds and a footage taken on students' devices and shared. First aid were administered. Supports are in place. Director to be notified. Police will be called. Media Unit to be contacted. School is managing at a local level.,1,On workplace grounds
S-2023-531552,23/06/2023 10:27,Term 2,Violence,Metropolitan South,Strathfield,Assault,,Staff Welfare Concerns,"Executive staff reports allegations a parent physically assaulted ##### students on school grounds. No first aid was required. Police and parents were notified. Supports are in place. Media unit to be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-531635,23/06/2023 11:05,Term 2,Welfare,Metropolitan South and West,Fairfield,Student Behaviour,,,"An executive employee reports concerning comments and behaviours displayed by a student on school grounds. Supports will be implemented. Carers have been advised. Police will be contacted. Director, Educational Leadership is aware",1,On workplace grounds
S-2023-531713,23/06/2023 11:48,Term 2,Welfare,Regional North and West,Hastings,Student Behaviour,,,An employee reports being impacted and a student has sustained an injury due to another student's behaviour on school grounds. First aid has been administered. Parents have been notified. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-531724,23/06/2023 11:52,Term 2,Weapon,Regional South,Wollongong,Possession of a Weapon,,,Executive staff reports a student was in possession of a weapon on school grounds. Staff confiscated the weapon. Parent called and collected student. No injuries sustained. Supports in place. The school is managing the matter.,1,On workplace grounds
S-2023-531773,23/06/2023 12:13,Term 2,Violence,Regional North,Glenrock,Assault,,,"An Executive staff member reports sustaining an injury and another staff member sustained an injury due to an incident of assault involving a student on school grounds. Carers are aware. First aid was not required. Supports are in place. Director, Educational, Leadership has been made aware",1,On workplace grounds
S-2023-531900,23/06/2023 12:54,Term 2,Welfare,Rural South and West,Deniliquin,Problematic and Harmful Sexualised Behaviour,,,An employee reports a student has displayed inappropriate behaviour towards them on school grounds. No physical injuries were sustained. Parents will be notified. The school is managing the matter. ##### will be followed. Executive staff have been notified.,1,On workplace grounds
S-2023-532075,23/06/2023 13:51,Term 2,Violence,Regional North,Tuggerah Lakes,Assault,,,An employee reports a student assaulted another student on school grounds. First aid was sought. An Ambulance was contacted and the student was conveyed to Hospital. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-532123,23/06/2023 14:04,Term 2,Weapon,Metropolitan North,Pittwater,Possession of a Weapon,,,"An executive staff member reports a student was found in possession of a weapon on school grounds. The weapon was confiscated and secured. No injuries were sustained. Parents were notified and police will be contacted. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-532163,23/06/2023 14:15,Term 2,Violence,Regional North,Glenrock,Threat / Intimidation / Offens. Conduct,,Malicious Damage,"An executive staff reports a threat through malicious damage on school grounds. Police to be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-532201,23/06/2023 14:27,Term 2,Weapon,Metropolitan South,Strathfield,Possession of a Weapon,,Student Welfare Concerns,"An employee reports a student in possession of a weapon on school grounds. Parents were advised and student was collected from school grounds. Police have been contacted. Supports are in place. Executive staff are aware. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-532202,23/06/2023 14:27,Term 2,Weapon,Rural North,Peel,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a student threatened a staff member with a weapon on school grounds. Emergency services were called. Parents were notified. The student was collected from school. Supports are in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-532297,23/06/2023 14:56,Term 2,Violence,Metropolitan South and West,Bankstown,Assault,,Unauthorised Entry / Trespass,An executive employee reports of a student injury as a result of an assault and trespass incident occurring within school grounds. First aid administered. Police contacted. Parents notified. Lockdown implemented which was shortly lifted. Director of Educational Leadership is aware.,1,On workplace grounds
S-2023-532301,23/06/2023 14:58,Term 2,Welfare,Regional North,Cessnock,Student Behaviour,,,A staff member reports an incident of threatening behaviour by a student on school grounds. No injuries were sustained. Parents have been notified. ##### is being followed. The school is managing the matter and supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-532329,23/06/2023 15:06,Term 2,Welfare,Metropolitan South and West,Eastern Creek,Problematic and Harmful Sexualised Behaviour,,,An employee reports that they were impacted by a student's behaviour on school grounds. Parents were notified. Supports are in place. Executive staff have been notified.,1,On workplace grounds
S-2023-532340,23/06/2023 15:09,Term 2,Violence,Metropolitan South,Iron Cove,Indecent Assault,,,"Executive staff report a student has disclosed an allegation of ##### assault that has occurred off school grounds. Police to be informed. Supports to be organised. Parents to be contacted. ##### will be followed. The school is managing the matter. Director, Educational Leadership is aware.",1,Excursion
