Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2023-406725,28/02/2023 15:16,Term 1,Violence,Metropolitan South,Girraween,Threat / Intimidation / Offens. Conduct,,Staff Welfare Concerns,"An executive staff member reports a member of the school community displayed threatening behaviour towards a student on school grounds. Police were notified. Parents of the student have been contacted and supports are in place. School is managing the matter. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-406737,28/02/2023 15:20,Term 1,Criminal Activity,Metropolitan South,Auburn,Bomb Threat/Suspicious Package,,,"Director, Educational Leadership reports of school receiving a bomb threat over the phone. Police have been contacted. No students currently on site. Staff will be instructed to evacuate.",1,On workplace grounds
S-2023-406748,28/02/2023 15:25,Term 1,Violence,Metropolitan South,Girraween,Assault,,,An executive staff member reports a student assaulted another student on school grounds. Parents are aware of the incident and police will be notified. Supports are available and school is managing the matter.,1,On workplace grounds
S-2023-406784,28/02/2023 15:31,Term 1,Welfare,Metropolitan South,Parramatta,Student Behaviour,,Staff Welfare Concerns,A staff member reports an incident of a student displaying unsafe behaviour on school grounds. Hazard identified. Parents were notified. Asset management unit to be contacted. Executive staff are aware.,1,On workplace grounds
S-2023-406797,28/02/2023 15:34,Term 1,Violence,Regional South,Wollondilly,Indecent Assault,,,Executive staff member reports student disclosing incidents of ##### Assault on school grounds by another student. ##### has been followed. #######,1,On workplace grounds
S-2023-406865,28/02/2023 15:51,Term 1,Welfare,Metropolitan South,Parramatta,Problematic and Harmful Sexualised Behaviour,,Child Protection,"Executive staff reports #####, #### or ##### behaviour from a student on school grounds. Parents will be notified. Supports in place. ##### is being followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-406905,28/02/2023 15:59,Term 1,Violence,Regional North and West,Wambuul-Macquarie,Assault,,,An executive staff member reports ##### students assaulted each other on school grounds. First aid administered. Ambulance was called and conveyed##### student to hospital for treatment. Parents have been notified. Supports are in place and school is managing the matter.,1,On workplace grounds
S-2023-406927,28/02/2023 16:05,Term 1,Criminal Activity,Metropolitan South,Auburn,Bomb Threat/Suspicious Package,,,"An Employee reports the school received a bomb threat on school grounds. Police have been contacted. Media unit to be advised. No injuries sustained. Supports have been offered. Director, Educational Leadership are aware.",1,On workplace grounds
S-2023-406988,28/02/2023 16:27,Term 1,Violence,Metropolitan South and West,St Andrews,Allegations Of Sexual Assault,,,An executive staff member reports a student has disclosed allegations of ##### assault off school grounds. The police were notified. ##### was followed. Supports are in place. The Director of Educational Leadership will be notified.,1,On workplace grounds
S-2023-407065,28/02/2023 16:51,Term 1,Violence,Regional North and West,Wambuul-Macquarie,Indecent Assault,,,"Executive staff member reports that a student has made allegations of an ##### assault by another student on school grounds. Parents have been contacted. Police will be made aware. ##### will be followed. Supports will be organised for the student. Director, Educational Leadership will be made aware",1,On workplace grounds
S-2023-407092,28/02/2023 16:59,Term 1,Welfare,Metropolitan South and West,Glenfield,Traffic Accident,,,An Employee reports a student sustained an injury during a traffic incident on school grounds. An Ambulance was contacted and the student was conveyed to Hospital. Supports have been offered. Parents and Executive staff are aware.,1,On workplace grounds
S-2023-407117,28/02/2023 17:08,Term 1,Violence,Rural South and West,Cowra,Assault,,,Executive staff member reports ##### students were involved in a physical altercation on school grounds. All students sustained injuries. First aid applied. Parents called. Police were notified. Director Educational Leadership will be notified.,1,On workplace grounds
S-2023-407165,28/02/2023 17:26,Term 1,Violence,Regional South,Macarthur,Indecent Assault,,,"Executive staff reports allegations of an ##### assault involving students on school grounds. Parents and police will be notified. Supports are in place. ##### will be followed. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-407333,1/03/2023 9:36,Term 1,Violence,Metropolitan North,The Hills,Threat / Intimidation / Offens. Conduct,,Possession of a Weapon,Employee reports a student used a weapon to threaten and intimidate on school grounds. The school is managing the matter. Police will be notified. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-407506,1/03/2023 10:30,Term 1,Violence,Regional North and West,Upper Hunter,Threat / Intimidation / Offens. Conduct,,,A staff member reports students displaying inappropriate behaviour on school grounds. Executive staff have been notified and supports are in place. School is currently managing the matter.,1,On workplace grounds
S-2023-407517,1/03/2023 10:33,Term 1,Violence,Regional South,Wollondilly,Threat / Intimidation / Offens. Conduct,,Student Behaviour,A staff member expressed a wellbeing concern due to an intimidating behaviour of ##### students on school grounds. No injuries were sustained. The staff members and the involved students were provided with the available support. ##### will be followed. Parents will be notified. School continues to manage the matter. An executive staff member was notified.,1,On workplace grounds
S-2023-407576,1/03/2023 10:49,Term 1,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,,Executive staff member reports student disclosing incidents of ##### Assault on school grounds by another student. ##### has been followed. #####,1,On workplace grounds
S-2023-407617,1/03/2023 11:05,Term 1,Malicious Use of Technology,Regional South,Wollondilly,Nuisance Use of Technology,,,"Executive staff member reports an incident on school grounds involving ##### students due to nuisance use of technology. No injuries sustained. Parents have been notified. Media unit will be notified. Legal team will be notified. Supports in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2023-407619,1/03/2023 11:07,Term 1,Weapon,Regional North and West,Mudgee,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member expressed a wellbeing concern due to a student who was involved in stealing, displayed threatening behaviour and was in the possession of weapon on school grounds. The student absconded from school grounds. The whereabouts of the student are unknown. First aid was not required. Police were notified and they are investigating the matter. Carers will be notified. ##### was followed. Support will be provided to the impacted students. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-407767,1/03/2023 12:04,Term 1,Weapon,Metropolitan South and West,Eastern Creek,Possession of a Weapon,,,An employee reports a student in possession of a weapon on school grounds. The weapon was confiscated. No injuries sustained. Parents to be contacted. Police to be contacted. Executive staff are aware.,1,On workplace grounds
S-2023-407768,1/03/2023 12:04,Term 1,Violence,Metropolitan South and West,Cowpasture,Assault,,Nuisance Use of Technology,An employee reports a student was impacted by a student using nuisance of technology on school grounds.The employee also reports that the student was physically impacted by ##### student's off school grounds. First aid was administered. Parents were contacted and the student was taken to Hospital for further medical treatment. Supports are in place. The school is managing the matter. Police will be notified. Executive staff are aware,1,On workplace grounds
S-2023-407798,1/03/2023 12:15,Term 1,Violence,Regional North,Port Stephens,Threat / Intimidation / Offens. Conduct,,Student Behaviour,"An Executive employee reports being impacted and reports multiple staff members were impacted due to a student's threatening behaviour on school grounds. Parents have been notified. Supports are in place. Director, Educational, Leadership will be made aware.",1,On workplace grounds
S-2023-407811,1/03/2023 12:18,Term 1,Violence,Metropolitan North,The Forest,Assault,,,"An executive staff member reports a student has sustained an injury during a physical altercation between ##### students on school grounds. First aid was applied. Parents were contacted and the students were collected form school.##### student was taken for further medical treatment. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-407961,1/03/2023 13:14,Term 1,Violence,Metropolitan South and West,Liverpool,Indecent Assault,,,An executive staff member reports an alleged case of ##### assault off school grounds. Parents have been notified and police were contacted. ##### guidelines have been followed. Supports are in place and school is currently managing the matter.,1,On workplace grounds
S-2023-408011,1/03/2023 13:38,Term 1,Welfare,Rural South and West,Cowra,Student Behaviour,,,A student has escalated and required restraining to ensure that they were unable to access a balcony. A number of staff and students are impacted by the incident. Support are in place locally for students and support is currently being arranged for staff. The school will review plans in place for the student.,1,On workplace grounds
S-2023-408076,1/03/2023 13:56,Term 1,Welfare,Metropolitan South,Botany Bay,Attempted Suicide,,,School reports of welfare concerns for a student following an incident occurring on school grounds. Ambulance called and student was conveyed to hospital. Parents notified. Supports will be established. Executive staff aware.,1,On workplace grounds
S-2023-408080,1/03/2023 13:58,Term 1,Violence,Connected Communities Team 2,Connected Communities Team 2,Assault,,Possession of a Weapon,An Executive staff member reports sustaining an injury and a student has sustained an injury due to a student's behaviour on school grounds. Parents will be notified. First aid not required. Medical treatment will be sought. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-408148,1/03/2023 14:09,Term 1,Weapon,Regional South,Wollondilly,Possession of a Weapon,,Student Behaviour,"Executive staff report a student has been found in possession of weapon while displaying dangerous behaviour on school grounds. Police contacted. Student absconded school grounds. Police attended and and student was located. School is managing the matter and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-408178,1/03/2023 14:15,Term 1,Violence,Metropolitan North,Mount Druitt,Assault,,,An executive staff member reports a student assaulted another student on school grounds. First aid administered and ambulance was called to assess the student. Parents were notified and collected the students. Supports are being arranged and school is managing the matter.,1,On workplace grounds
S-2023-408194,1/03/2023 14:19,Term 1,Violence,Regional North and West,Bathurst,Indecent Assault,,,An Executive Staff member reported a student displayed problematic harmful ##### behaviour on school grounds towards another student. ##### has been followed. #####,1,On workplace grounds
S-2023-408200,1/03/2023 14:21,Term 1,Welfare,Metropolitan North,Ryde,Problematic and Harmful Sexualised Behaviour,,Usage and Consumption of Substances,An executive staff member reports multiple students consumed an #####  substance on school grounds. No injuries sustained. Concerns are raised as a student displayed inappropriate behaviour towards another student. Parents will be notified. Support is in place. ##### will be followed. ,1,On workplace grounds
S-2023-408240,1/03/2023 14:32,Term 1,Violence,Regional North,Tuggerah Lakes,Assault,,Student Welfare Concerns,An executive staff member reports a student assaulted another student on school grounds. First aid administered and parents were notified.##### student has been collected from school. Police will be notified. Supports are in place and school is managing the matter.,1,On workplace grounds
S-2023-408324,1/03/2023 14:50,Term 1,Weapon,Regional South,Shoalhaven,Possession of a Weapon,,,A staff member reports that a student was in possession of a weapon on school grounds. No threats or injuries were sustained. The weapon was confiscated. Parents were contacted. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2023-408462,1/03/2023 15:18,Term 1,Violence,Regional North and West,Maitland,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,School staff member reports students displaying inappropriate behaviour towards another student. ##### has been followed. Executive staff aware. #####,1,On workplace grounds
S-2023-408560,1/03/2023 15:43,Term 1,Violence,Rural North,Armidale,Assault,,,"An employee reports ##### students assaulted another student off school grounds. Police contacted. Supports in place. Media Unit to be contacted. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-408602,1/03/2023 15:51,Term 1,Violence,Regional North and West,Bathurst,Assault,,,Executive reports a student was assaulted by another student on school grounds. First aid was applied. Ambulance was called and conveyed student to hospital. Parents have been notified. Supports are in place. Police have been notified.,1,On workplace grounds
S-2023-408681,1/03/2023 16:09,Term 1,Violence,Regional North and West,Wambuul-Macquarie,Assault,,,"An executive staff member reports that ##### students assaulted each other on school grounds. First aid was administered. Parents were notified. Supports are in place. Media unit will be notified. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-408683,1/03/2023 16:09,Term 1,Weapon,Metropolitan North,Hornsby,Possession of a Weapon,,,An executive staff member reports a weapon was located on school grounds and is believed to be associated with a student. Parents were notified. The police were informed and will attend. The school is managing the matter.,1,On workplace grounds
S-2023-408739,1/03/2023 16:24,Term 1,Violence,Rural North,Armidale,Assault,,,An Executive staff member reports ##### students were involved in a physical altercation on school grounds. Parents have been notified. First aid was administered. Supports are in place for both students.,1,On workplace grounds
S-2023-408808,1/03/2023 16:41,Term 1,Violence,Regional North and West,Upper Hunter,Assault,,,A staff member reports an incident of a physical altercation between ##### students. The incident was filmed. Media Unit will be notified. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-408810,1/03/2023 16:42,Term 1,Violence,Regional North and West,Maitland,Assault,,,"An executive staff member reports a physical altercation involving ##### student took place on school grounds. First aid was provided. Parents were contacted and the students were collected. Supports will be put in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2023-408958,1/03/2023 21:34,Term 1,Violence,Rural South and West,Mitchell,Assault,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a group of students were involved in a physical brawl on school grounds, and threats of violence carried over into the community after school. Police have been informed and are working with the school. DEL has been informed.",1,On workplace grounds
S-2023-408981,2/03/2023 8:02,Term 1,Welfare,Rural South and West,Albury,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student engaging in inappropriate behaviour towards another student on school grounds.##### has been followed. #####  report has been made. ####,1,On workplace grounds
S-2023-409015,2/03/2023 8:22,Term 1,Violence,Regional North and West,Bathurst,Threat / Intimidation / Offens. Conduct,,,"An Executive staff member reports a student has made a threat towards an employee on school grounds. Parents have been made aware. Supports are in place for the employee and student. The school is managing the matter. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2023-409035,2/03/2023 8:34,Term 1,Welfare,Metropolitan South and West,Fairfield,Traffic Accident,,,A staff member reports a traffic accident off school grounds and a student has sustained injuries. Police will be contacted First aid is being offered to the student. Parents will be contacted. Executive staff have been advised.,1,On workplace grounds
S-2023-409209,2/03/2023 9:33,Term 1,Weapon,Metropolitan South and West,St Andrews,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student was in possession of a weapon on school grounds. Parents have been notified. Police has been called and attended the school. No injuries sustained. Supports are being arranged and school is currently managing the matter. Director, Education Leadership will be notified.",1,On workplace grounds
S-2023-409289,2/03/2023 9:50,Term 1,Weapon,Regional North and West,Upper Hunter,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,An executive staff member reports a student had possession of a weapon and made threats of violence on school grounds. The items were confiscated and secured. Police were notified. ##### will be followed.,1,On workplace grounds
S-2023-409392,2/03/2023 10:18,Term 1,Welfare,Regional North and West,Bathurst,Student Behaviour,,,An employee reports an incident on school grounds involving a student's behaviour. No injuries were sustained. Parents were contacted.Police have been contacted. The school is managing the matter. Executive staff are aware,1,On workplace grounds
S-2023-409432,2/03/2023 10:29,Term 1,Welfare,Metropolitan North,Mount Druitt,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff member reports of a student absconding from school grounds and whereabouts still unknown. School to contact Police and Carers. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2023-409566,2/03/2023 11:12,Term 1,Violence,Metropolitan South and West,Eastern Creek,Indecent Assault,,,An employee reports an incident of ##### assault involving ##### students on school grounds. Parents are aware. ##### to be completed. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2023-409713,2/03/2023 12:00,Term 1,Welfare,Metropolitan South and West,Bungarribee,Student Welfare Concerns,Absconding / Missing Student,Threat / Intimidation / Offens. Conduct,An executive staff member reports that a student has absconded from school. The student's whereabouts is unknown. Concerns are raised as the student has made verbal threats of harm to other students and staff members on school grounds. Parent will be contacted. Support in place.,1,On workplace grounds
S-2023-409764,2/03/2023 12:09,Term 1,Welfare,Regional South,Wollongong North,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student engaging in inappropriate behaviour towards another student on school grounds. ##### has been followed. Parents have been contacted. ####,1,On workplace grounds
S-2023-409862,2/03/2023 12:32,Term 1,Violence,Regional North,Port Stephens,Assault,,,An Executive staff member reports ##### students were involved in a physical altercation on school grounds. First aid has been administered. Parents have been notified. Medical treatment has been sought by##### student. Supports are in place for both students.,1,On workplace grounds
S-2023-409870,2/03/2023 12:34,Term 1,Violence,Metropolitan South,Georges River,Assault,,Child Protection,"Executive staff reports a student made threats of violence with a weapon and physically assaulted staff on school grounds. No first aid was required. Parent was notified and collected student. Supports are in place. ##### will be followed. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2023-409950,2/03/2023 13:02,Term 1,Weapon,Connected Communities Team 1,Connected Communities Team 1,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student made threats while in possession of a weapon toward another student on school grounds. No injuries were sustained. Parent and carer were notified. Supports are in place. Police have been called. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-409962,2/03/2023 13:09,Term 1,Violence,Rural North,Wollumbin,Assault,,Staff Welfare Concerns,A staff member expressed a wellbeing concern due to a physical altercation between ##### students on school grounds. The incident was filmed by several students. The staff member was aware of the available support. Parents and carers will be notified. Support will be provided to the involved students. School continues to manage the matter. An executive staff member was notified.,1,On workplace grounds
S-2023-409993,2/03/2023 13:23,Term 1,Welfare,Metropolitan North,The Hills,Problematic and Harmful Sexualised Behaviour,,,Staff member reports a student has displayed inappropriate behaviours towards another student on school grounds. Parents will be notified. Police will be notified. Supports are available. Director Educational Leadership will be notified.,1,On workplace grounds
S-2023-410064,2/03/2023 13:36,Term 1,Weapon,Rural South and West,Queanbeyan,Possession of a Weapon,,Malicious Damage,"Employee reports a student made threats of violence while in posession of a weapon on school grounds and caused malicious damage to property. No injuries sustained. Police were contacted and attended. The weapon was confiscated. Parents were notified. An ambulance was contacted and conveyed the student to hospital accompanied by a parent. Supports will be put in place. The Director, Educational Leadership is aware",1,On workplace grounds
S-2023-410068,2/03/2023 13:38,Term 1,Weapon,Regional North and West,Wambuul-Macquarie,Possession of a Weapon,,,"Executive staff member reports of a student from another school coming to school and handing a weapon to a student. No injuries were sustained. Police have been contacted. Carer will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-410110,2/03/2023 13:45,Term 1,Welfare,Connected Communities Team 3,Connected Communities Team 3,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports a student displayed inappropriate behaviour on school grounds. ##### has been followed. ####,1,On workplace grounds
S-2023-410147,2/03/2023 13:51,Term 1,Violence,Metropolitan South and West,Port Hacking,Assault,,,"An executive staff member reports a physical altercation involving several students took place off school grounds. Parents have been contacted. Supports will be implemented. Media Unit will be called. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-410183,2/03/2023 14:01,Term 1,Violence,Metropolitan South and West,Eastern Creek,Threat / Intimidation / Offens. Conduct,,,"Executive staff member reports threats of violence with a weapon involving students on and off school grounds. Parents and police were notified. Students involved were collected from school. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-410190,2/03/2023 14:02,Term 1,Violence,Rural North,Peel,Threat / Intimidation / Offens. Conduct,,,An employee reports a student in a #####  state displayed threatening behaviours on school grounds. No physical injuries sustained. Parents notified and student was collected. Supports to be implemented. Executive staff aware.,1,On workplace grounds
S-2023-410250,2/03/2023 14:16,Term 1,Weapon,Metropolitan North,Mount Druitt,Possession of a Weapon,,,An executive staff member reports a student fabricated a weapon on school grounds. The weapon was confiscated and secured. Police have been notified. The school is managing the matted. Director of Educational Leadership is aware.,1,On workplace grounds
S-2023-410282,2/03/2023 14:20,Term 1,Violence,Metropolitan South and West,Cowpasture,Assault,,Student Behaviour,"An executive staff member reports that ##### students were involved in a physical altercation on school grounds. No injuries sustained. Lockdown procedures were implemented for a short period of time. Parents were notified. Support is in place. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2023-410283,2/03/2023 14:20,Term 1,Violence,Rural North,Namoi,Assault,,,An employee reports ##### students were involved in a physical altercation on school grounds. First aid administered. Emergency services were called and conveyed a student to hospital. Parents are aware. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2023-410392,2/03/2023 14:47,Term 1,Weapon,Regional North and West,Wambuul-Macquarie,Possession of a Weapon,,Assault,An employee reports a student assaulted another student and a visitor after being in possession of a weapon on school grounds. The weapon was confiscated. First aid was administered. Parents will be notified and the school will manage the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2023-410501,2/03/2023 15:11,Term 1,Violence,Rural North,Armidale,Assault,,Possession of a Weapon,"An Executive staff member reports ##### staff members have been impacted by an incident of ##### students being involved in a physical altercation and##### student being in possession of a weapon on school grounds. First aid not required. Parents have been notified. Supports are in place. Director, Educational, Leadership will be made aware",1,On workplace grounds
S-2023-410660,2/03/2023 15:47,Term 1,Violence,Regional North and West,Bathurst,Assault,,,An employee reports sustaining an injury after being physically assaulted by a student on school grounds. First aid administered. Further medical treatment was sought. Parents were notified. Student remained on school grounds. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2023-410670,2/03/2023 15:48,Term 1,Weapon,Metropolitan South and West,Glenfield,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,"Executive staff reports an incident occurred on school grounds involving a student in a #####  state who was in possession of weapons, causing malicious damage to school property and making threats towards others. Police attended and are investigating. School was placed into lockdown and have since resumed operations. Supports have been organised for staff and students. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-410803,2/03/2023 16:22,Term 1,Violence,Rural South and West,Hume,Indecent Assault,,,An executive staff member reports a student has disclosed allegations of inappropriate behaviour on school grounds. Parents were notified. The student was collected from the school. The Police and Director of Educational Leadership will be notified.,1,On workplace grounds
S-2023-410813,2/03/2023 16:24,Term 1,Welfare,Regional North,Tuggerah Lakes,Student Behaviour,,,"An executive staff member reports a student behaved in an inappropriate and unsafe manner on and off school grounds. No injuries were sustained. Carer was contacted. Police were called and they attended. Student was conveyed home. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-410819,2/03/2023 16:28,Term 1,Violence,Regional North,Hawkesbury,Assault,,Staff Welfare Concerns,"Executive staff member reports an allegation of assault on school grounds involving a student and an employee. First aid was not required. Parents have been informed. Police will be contacted. Supports are in place. School is continuing to manage the matter. ##### has been followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-410879,2/03/2023 16:47,Term 1,Violence,Connected Communities Team 1,Connected Communities Team 1,Assault,,,"A staff member reports being injured during a physical altercation involving several students on school grounds. First aid was administered. Parents were contacted. Police were called and they attended. Supports are in place. Executive staff are aware. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-410926,2/03/2023 17:03,Term 1,Violence,Regional South,Camden,Assault,,,"Executive staff member reports of an assault on school grounds involving ##### students. First aid was required. Parents have been informed. Police will be contacted. Supports are in place. School is continuing to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-411003,3/03/2023 8:13,Term 1,Violence,Regional North and West,Great Lakes,Assault,,,An executive staff member reports that a student has been assaulted by other students on school grounds. Police responded to the incident and appropriate supports have been arranged for staff and students. DEL is aware.,1,On workplace grounds
S-2023-411040,3/03/2023 8:28,Term 1,Violence,Rural South and West,Albury,Assault,,,Executive staff reports a #####  student physically assaulted staff on school grounds. First aid administered. Parent notified and collected student. Supports are in place. The school is managing the matter.,1,On workplace grounds
S-2023-411264,3/03/2023 9:48,Term 1,Violence,Metropolitan South and West,Eastern Creek,Assault,,Nuisance Use of Technology,"Executive staff reports a physical assault involving students on school grounds. First aid administered. Parents notified. Supports are in place. Media unit to be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-411408,3/03/2023 10:31,Term 1,Welfare,Regional North and West,Great Lakes,Self Harm,,,A member of the executive reports that a student has engaged in ##### in a classroom which has also caused significant disruption to the class. Principal has contacted the school community and advised the DEL. Supports for staff and students have been put in place.,1,On workplace grounds
S-2023-411411,3/03/2023 10:34,Term 1,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,Assault,Executive staff member reports well-being concerns for a student following an allegation of ##### assault and assault that occurred on school grounds. Supports have been put in place. Executive staff aware. ##### has been followed. #####,1,On workplace grounds
S-2023-411429,3/03/2023 10:39,Term 1,Welfare,Regional North and West,Great Lakes,Self Harm,,Student Welfare Concerns,"Executive staff report a student in heighted state has threatened ##### and verbally abused a staff member. Parents and emergency services contacted. Paramedics arrived and student has threatened to physically assault them before absconding from school grounds. Students whereabouts are currently unknown. Police are attending. School is managing the matter and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-411463,3/03/2023 10:53,Term 1,Welfare,Rural North,Namoi,Problematic and Harmful Sexualised Behaviour,,,Executive staff expressed concerns regarding a student who has displayed inappropriate behaviour on school grounds. ##### has been followed. #####,1,On workplace grounds
S-2023-411537,3/03/2023 11:19,Term 1,Emergency Situation,Rural North,Mooki,Utility Failure,,,"A staff member reports a utility failure on school grounds. Communications will be sent out. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2023-411562,3/03/2023 11:29,Term 1,Welfare,Metropolitan South,Iron Cove,Self Harm,,Located Weapon,Executive staff reports of an incident of ##### involving a student occurring within school grounds. Supports are in place. Parents contacted. Ambulance contacted and conveyed student to hospital. Director of Educational Leadership will be notified.,1,On workplace grounds
S-2023-411711,3/03/2023 12:22,Term 1,Weapon,Rural South and West,Narrandera,Possession of a Weapon,,Student Behaviour,"Executive staff report a student was in possession of a weapon on school grounds. Parents aware and Police contacted. School is managing the matter and supports will be arranged. Director, Educational Leadership have been informed.",1,On workplace grounds
S-2023-411779,3/03/2023 12:49,Term 1,Welfare,Regional South,Campbelltown,Student Welfare Concerns,Absconding / Missing Student,,"School reports a student has absconded school grounds and whereabouts are unknown. Parents notified. Police have been contacted. Executive staff aware. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2023-411918,3/03/2023 13:27,Term 1,Welfare,Rural North,Tweed Coast,Problematic and Harmful Sexualised Behaviour,,,An Executive employee reports multiple students have been impacted by a student's inappropriate behaviour on school grounds. Parents have been notified. Supports are in place. ##### will be followed.,1,On workplace grounds
S-2023-411977,3/03/2023 13:41,Term 1,Violence,Regional South,Lake Illawarra South,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,Staff member reports a student ##### assault on several students on school grounds. Parents notified and have conveyed the student home. Executive staff are aware.,1,On workplace grounds
S-2023-411992,3/03/2023 13:44,Term 1,Welfare,Regional North,Brisbane Water,Attempted Suicide,,,An executive employee reports student welfare concerns following an incident on school grounds. Emergency services were called and attended. No injuries sustained. Supports in place. ##### to be completed. Parents contacted and collected the student.,1,On workplace grounds
S-2023-412031,3/03/2023 13:53,Term 1,Welfare,Metropolitan South and West,Penrith,Suicidal Intentions,,,"Executive staff reports of welfare concerns for a student who has disclosed ##### ideations. Ambulance called and student was conveyed to hospital. Carer notified. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2023-412165,3/03/2023 14:17,Term 1,Welfare,Metropolitan South and West,Fairfield,Attempted Suicide,,,"Executive staff member reports of welfare concerns for a student following an incident on school grounds. Parent notified. Ambulance called and student was conveyed to hospital. Supports will be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2023-412209,3/03/2023 14:26,Term 1,Welfare,Regional North,Port Stephens,Problematic and Harmful Sexualised Behaviour,,,Executive staff member reports ##### students displayed inappropriate behaviour on school grounds. ##### has been followed. ####,1,On workplace grounds
S-2023-412211,3/03/2023 14:26,Term 1,Violence,Metropolitan South and West,Fairfield,Threat / Intimidation / Offens. Conduct,,Staff Welfare Concerns,"An employee reports an incident on school grounds due to ##### students and a parents behaviour. Supports in place. Parents are aware. Director, Educational Leadership is aware.",1,On workplace grounds
S-2023-412212,3/03/2023 14:27,Term 1,Emergency Situation,Rural North,Western Plains,Utility Failure,,,"Employee reports a utility failure on school grounds resulting in the school being non-operational for the rest of the day. No injuries sustained. No emergency services required. Parents have been notified. Director, educational leadership is aware.",1,On workplace grounds
S-2023-412233,3/03/2023 14:33,Term 1,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,,An employee reports that a student was ##### assaulted by other students on school grounds. Support is in place. ##### was followed. Parents were notified. Executive staff were made aware.,1,On workplace grounds
S-2023-412285,3/03/2023 14:45,Term 1,Violence,Metropolitan South and West,Bungarribee,Assault,,,An executive staff member reported a physical altercation on school grounds. The police and ambulance attended. The school is managing the matter. Director of Educational Leadership will be notified.,1,On workplace grounds
S-2023-412312,3/03/2023 14:48,Term 1,Violence,Metropolitan South and West,St Andrews,Assault,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a staff member has been assaulted by a student on school grounds. No physical injuries were sustained. First aid was not required. School handled the matter at a local level. Parents have been contacted. Director, Educational leadership will be made aware.",1,On workplace grounds
S-2023-412326,3/03/2023 14:51,Term 1,Emergency Situation,Regional North and West,Maitland,Utility Failure,,,"An executive staff member reports a utility failure on school grounds. The school will remain operational. The Director, Educational Leadership and Executive Director are aware.",1,On workplace grounds
S-2023-412420,3/03/2023 15:12,Term 1,Violence,Metropolitan North,Mount Druitt,Threat / Intimidation / Offens. Conduct,,Possession of a Substance,"An executive staff member reports a student displayed concerning behaviour on school grounds. Police and parents were contacted. ##### to be followed. Director, Educational Leadership is aware.",1,On workplace grounds
