Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-112300,4/04/2022 15:14,Term 1,Welfare,Metropolitan South and West,Chipping Norton,Student Behaviour,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a student displayed ##### behaviour towards a staff member on school grounds. Parents were notified and student was collected. No injuries sustained. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-112492,4/04/2022 15:53,Term 1,Welfare,Regional North,Blue Mountains,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff employee reports ##### students have ##### from the school grounds. The student's whereabouts is #####. Police have been contacted. Parents contacted. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-112722,4/04/2022 16:54,Term 1,Violence,Metropolitan North,Ryde,Allegations Of Sexual Assault,,,"An executive staff member has expressed concerns after a student disclosed allegations of ##### assault off school grounds. Police will be notified. ##### will be followed. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-112766,4/04/2022 17:09,Term 1,Violence,Regional South,Wollondilly,Indecent Assault,,,An executive staff member reports that students disclosed incidents of ##### assault on school grounds. The police will be notified. The school is managing the matter. Supports are in place for the students. ##### will be followed.,1,On workplace grounds
S-2022-113999,5/04/2022 11:14,Term 1,Violence,Regional South,Macarthur,Threat / Intimidation / Offens. Conduct,,Nuisance Use of Technology,"Executive staff member reports a student has displayed ##### towards staff after an incident that occurred on and off school grounds. No physically injuries were sustained.Police were contacted and investigated the matter. Media Unit have been notified. Director, Educational Leadership has been made aware",1,On workplace grounds
S-2022-114145,5/04/2022 11:47,Term 1,Violence,Metropolitan North,Quakers Hill,Allegations Of Sexual Assault,,,An executive staff member reports that a student was allegedly the victim of a ##### assault off school grounds. The Police are managing the matter. ####### Supports will be arranged for the student. Director of Educational Leadership is aware.,1,On workplace grounds
S-2022-114374,5/04/2022 12:50,Term 1,Violence,Rural North,Armidale,Indecent Assault,,,"Executive staff member reports allegations have been made that a student was ##### assaulted by another student on school grounds. The school is investigating the matter. Police were contacted. ##### will be followed. Supports are in place. The Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2022-114427,5/04/2022 13:05,Term 1,Violence,Rural North,Armidale,Assault,,,"Executive employee reports ##### students were involved in a physical altercation on school grounds. Staff intervened. First aid was applied. ##### Police were notified. Parents and #####s were contacted. School is managing the matter and supports will be put in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-114536,5/04/2022 13:41,Term 1,Violence,Metropolitan South,Iron Cove,Threat / Intimidation / Offens. Conduct,,,An executive staff member expresses well-being concerns following a workplace incident. Supports to be organised.,1,On workplace grounds
S-2022-115043,5/04/2022 15:13,Term 1,Violence,Regional North,Blue Mountains,Indecent Assault,,,Executive staff member reports student disclosing incident of ##### Assault on school grounds by another student. ##### has been made. Disclosing students parent is aware. Supports are in place for student. #####,1,On workplace grounds
S-2022-115104,5/04/2022 15:23,Term 1,Welfare,Rural South and West,Orange,Student Behaviour,,"Slips, Trips and Falls",Employee reports a student sustained an injury after engaging in #####on school grounds. First aid was applied. Ambulance was contacted and conveyed the student to hospital. Parents were notified and will meet the student in hospital. Supports will be put in place. Executive staff are aware.,1,On workplace grounds
S-2022-115271,5/04/2022 15:56,Term 1,Welfare,Rural North,Lennox Coast,Student Behaviour,,,"School reports of a student in a ##### state demonstrating ##### behaviours towards staff and students. #####  Police were called and escorted the student off school grounds and took them home. No physical injuries sustained. Supports in place. Executive staff aware. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-115310,5/04/2022 16:06,Term 1,Violence,Regional South,Goulburn,Threat / Intimidation / Offens. Conduct,,,Employee reports concerns as a result of a student continuously being found in ##### on school grounds. No injuries have been sustained. School is managing the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-115416,5/04/2022 16:39,Term 1,Violence,Metropolitan South and West,Chipping Norton,Threat / Intimidation / Offens. Conduct,,Student Behaviour,"Executive employee reports a student demonstrated ##### incidents of ###### behavior on school grounds. Parents were notified and the student was collected. Supports are in place. ##### will be followed. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-115493,5/04/2022 17:00,Term 1,Substances,Rural North,Clarence Valley,Usage and Consumption of Substances,None of Above,,"Executive staff member reports of ##### students ##### on school grounds. Police were contacted a #####. ###### Parents notified. Media unit will be contacted. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-115546,6/04/2022 8:02,Term 1,Violence,Rural South and West,Wagga Wagga,Assault,,,Executive staff report an assault between ##### students on school grounds. First aid offered but declined. No ambulance was requested or required. Police have been notified. Parents have been contacted and collected students. School is investigating. Director Educational Leadership is aware of the incident.,1,On workplace grounds
S-2022-115827,6/04/2022 8:18,Term 1,Welfare,Metropolitan North,Pittwater,Student Behaviour,,Self Harm,An employee reports a student sustained an injury following an incident that occurred on school grounds. First aid administered and #####s contacted. Executive staff are aware.,1,On workplace grounds
S-2022-116586,6/04/2022 11:32,Term 1,Welfare,Regional North,Cessnock,Self Harm,,Traffic Accident,A staff member reports a student #####  from school grounds and attempted ######  No injuries were sustained and no first aid was required. Parent notified and Ambulance was called. Student was conveyed to hospital. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-116611,6/04/2022 11:40,Term 1,Welfare,Regional North,Brisbane Water,Student Welfare Concerns,Absconding / Missing Student,,An executive member reports a student has ###### from school grounds and #####. Staff are searching within the school community. The police and parents were informed and they will assist with the search. The school has expressed well-being concerns for the student. Supports will be in place. Director Educational Leadership will be notified.,1,On workplace grounds
S-2022-116791,6/04/2022 12:35,Term 1,Violence,Regional North and West,Great Lakes,Allegations Of Sexual Assault,,Problematic and Harmful Sexualised Behaviour,"Executive staff report ##### for students after allegations of ##### assault off school grounds have been made. Parents are aware. Supports will be arranged. ##### has been followed. Police to be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-116824,6/04/2022 12:41,Term 1,Violence,Rural North,Lennox Coast,Assault,,,"An executive staff member reports a ##### and ##### incident that involves ##### students on school grounds. Parent was made aware of the event by their child. The injured student has sustained injuries and received medical attention from a medical team. Director, Educational Leadership was made aware.",1,On workplace grounds
S-2022-117016,6/04/2022 13:26,Term 1,Emergency Situation,Metropolitan North,Pittwater,Flood,,,An Executive reports the school was released early due to the floods. Students have been collected. The school will assess the floods and advise further if they will be open. School community and Executive staff are aware.,1,On workplace grounds
S-2022-117465,6/04/2022 15:04,Term 1,Emergency Situation,Metropolitan North,Pittwater,Flood,,,An executive staff member reports the school ceased operations ##### due to weather conditions impacting the school grounds and surroundings. All students and staff members were sent home. Director of Educational Leadership is aware.,1,On workplace grounds
S-2022-118018,7/04/2022 7:19,Term 1,Emergency Situation,Metropolitan South and West,Woronora River,Flood,,,Executive Director has advised that the school is non-operational from ##### due to flooding.,1,On workplace grounds
S-2022-118020,7/04/2022 7:28,Term 1,Emergency Situation,Regional South,Lake Illawarra South,Flood,,Flood,##### reports ##### will be non-operational ##### due to floods. Staff and Students to be notified.,1,On workplace grounds
S-2022-118023,7/04/2022 7:41,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,Flood,Director has informed that ##### will be non-operational due to recent floods. Staff and Students have been notified.,1,On workplace grounds
S-2022-118034,7/04/2022 8:12,Term 1,Emergency Situation,Metropolitan South and West,Port Hacking,Flood,,,"Executive staff reports that the school will be non operational due to floods in the area. Staff are onsite to advise community. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-118064,7/04/2022 8:31,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"Executive employee reports that the Preschool on site will be non operational ##### ##### due to flooding in the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118063,7/04/2022 8:31,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"An executive staff member reports the school will be operational but with minimal supervision due to flooding. Staff members and parents have been notified. No injuries to staff or students. Supports are in place. School continues to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118093,7/04/2022 8:41,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"An employee reports that the school will be operating under minimal supervision due to localised flooding issues impacting main roads. Limited staff and students are on site. Executive staff have been informed. Director, Educational & Leadership has been made aware.",1,On workplace grounds
S-2022-118117,7/04/2022 8:54,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"Executive employee reports that the school is operating on minimal supervision due to flooding in the area. Community have been advised. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2022-118407,7/04/2022 9:17,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff report that the school will be running under minimal supervision for the remainder of the day. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118408,7/04/2022 9:18,Term 1,Violence,Regional North,Cessnock,Indecent Assault,,,An executive staff member reports students disclosed an incident of ##### assault on school grounds. Parents and Police to be notified. The school is managing the matter. Supports are in place for the students. ##### will be followed.,1,On workplace grounds
S-2022-118423,7/04/2022 9:22,Term 1,Emergency Situation,Metropolitan South,Girraween,Utility Failure,,,"An executive staff member reported a utility failure on school grounds. ##### guidelines followed. School continues to manage the matter. Director, Educational Leadership was aware.",1,On workplace grounds
S-2022-118522,7/04/2022 9:46,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Director reports the school will operate under minimal supervision due to a flood event affecting the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118564,7/04/2022 9:59,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Director, Educational Leadership reports that the school will be operating under minimal supervision due to localised flooding issues impacting the school and surrounding areas. Limited staff and students are on site. Executive staff are aware of the matter.",1,On workplace grounds
S-2022-118603,7/04/2022 10:10,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"Executive staff reports that the school will be non operational due to floods in the area. Community have been notified. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-118627,7/04/2022 10:14,Term 1,Weapon,Regional North,Tuggerah Lakes,##### ,,,"Executive staff report ##### students have attended school grounds in allegedly in ##### and a #####. Details of the incident were reported to executive staff by ##### student groups. Police were requested and attended, investigations pending. Support shave been offered to students affected. Parents will be contacted. Director Educational Leadership will be notified.",1,On workplace grounds
S-2022-118650,7/04/2022 10:19,Term 1,Emergency Situation,Regional South,Camden,Flood,,,An Executive reports the school is non operation due to the floods. School community and DEL are aware.,1,On workplace grounds
S-2022-118693,7/04/2022 10:28,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Director, Educational Leadership reports the school is operating under minimal supervision on ##### due to a flood event affecting the area.",1,On workplace grounds
S-2022-118721,7/04/2022 10:35,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"An executive staff member advises the school will be non operational on ##### due to flooding. Parents and staff have been informed. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118757,7/04/2022 10:43,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,Executive staff member reports the school will operate under minimal supervision due to floods and road closures. Director of educational leadership is aware.,1,On workplace grounds
S-2022-118759,7/04/2022 10:45,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,A staff member reports the Pre School is non operational due to flooding. Parents have been notified and students are being collected. Executive staff are aware. Director Educational Leader ship has been notified.,1,On workplace grounds
S-2022-118758,7/04/2022 10:45,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An Executive staff member reports the school is operating under minimal supervision due to flooding in the area. No physical injuries sustained. Director, Educational leadership is aware.",1,On workplace grounds
S-2022-118773,7/04/2022 10:48,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,DEL (#####) reports the school will operate on minimal supervision due to the floods. School community are aware.,1,On workplace grounds
S-2022-118807,7/04/2022 10:57,Term 1,Emergency Situation,Regional South,Batemans Bay,Severe Storm,,,"Executive staff member reports an incident on school grounds due to severe storm. Damages have been reported to FmWebb. No injuries sustained. Director , Educational Leadership will be made aware.",1,On workplace grounds
S-2022-118854,7/04/2022 11:11,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"An employee reports that the School will be non operational today ##### due to flooding in the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-118857,7/04/2022 11:12,Term 1,Emergency Situation,Metropolitan North,Pittwater,Flood,,,"An executive staff member reports that the school will be operating under minimal supervision due to the flooding issues surrounding the school grounds. The school is still monitoring the situation and will provide further updates in the future. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-118872,7/04/2022 11:14,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,Executive staff member reports the school operate under minimal supervision due to localised floods. Director of educational leadership is aware.,1,On workplace grounds
S-2022-118882,7/04/2022 11:16,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,Employee reports the school is currently minimal supervision ##### and will be non operation ##### due to the floods. School community and Director are aware.,1,On workplace grounds
S-2022-118943,7/04/2022 11:30,Term 1,Welfare,Metropolitan South and West,Sutherland,Attempted Suicide,,,"A staff member reports ##### following a disclosure made by a student in regards to an attempted ##### off school grounds. Parents will be notified and student will be collected. ##### will be completed. Supports will be implemented. Executive staff are aware. Director, Education Leadership will be notified.",1,On workplace grounds
S-2022-118972,7/04/2022 11:37,Term 1,Violence,Metropolitan South and West,St Andrews,Assault,,,"An executive staff member reports that a student ##### another student on school grounds. Police were notified. #####and the ##### has been informed. First aid administered, parents were notified and ##### students were collected. Supports to be organised. School is managing the matter.",1,On workplace grounds
S-2022-119004,7/04/2022 11:44,Term 1,Emergency Situation,Regional South,Goulburn,Flood,,,Executive staff member reports the school will operate under minimal supervision due to floods and road closures. Director of educational leadership is aware.,1,On workplace grounds
S-2022-119010,7/04/2022 11:45,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Executive staff reports that the school will be operating under minimal supervision due to floods in the area. Community will be notified. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-119013,7/04/2022 11:46,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports the school will be operating under minimal supervision due to local flooding. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119036,7/04/2022 11:51,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An employee reports that the school is operating under minimal supervision due to flooding issues impacting the school and surrounding areas. A school building has been impacted by rain water. Asset Management Unit will be contacted. Executive staff are aware. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-119042,7/04/2022 11:53,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"An Executive staff member reports the school will be non operational on the #####. No physical injuries sustained. School will continue to manage. Director, Educational leadership is aware.",1,On workplace grounds
S-2022-119056,7/04/2022 11:56,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member advised that the school will be non-operational from ##### due to flooding in the local area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119067,7/04/2022 12:01,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"A staff member reports that the school are operating on minimal supervision on school grounds due to flooding. No injuries have been sustained. Community have been notified. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-119074,7/04/2022 12:02,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An Executive staff member reports the school is operating under minimal supervision on ##### due to a flood event affecting the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119079,7/04/2022 12:04,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"Executive staff report that the school will be operating under minimal supervision for the remainder of the day. due to severe weather and flood warnings. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119099,7/04/2022 12:09,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff member reports the school is currently operating under minimal supervision. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119123,7/04/2022 12:16,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Director, Educational Leadership advised that the school will be non-operational from ##### due to flooding in the local area.",1,On workplace grounds
S-2022-119124,7/04/2022 12:16,Term 1,Emergency Situation,Regional South,Lake Illawarra South,Flood,,,"Executive staff report that the school will be operating under minimal supervision for the remainder of the day. due to severe weather and flood warnings. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119158,7/04/2022 12:30,Term 1,Emergency Situation,Regional South,Camden,Flood,,,"An executive staff member reports the school will be non operational due to localised flooding. Parents and staff have been informed. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119190,7/04/2022 12:38,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"Executive staff report that the school will be operating under minimal supervision for the remainder of the day due to severe weather and flood warnings. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119275,7/04/2022 13:12,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Executive staff report school will be non operational ##### ##### due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119281,7/04/2022 13:15,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff report school will be non operational ##### ##### due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119288,7/04/2022 13:17,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff report school will be non operational ##### ##### due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119295,7/04/2022 13:19,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff report school will be non operational ##### ##### due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119299,7/04/2022 13:20,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Executive staff report school will be non operational ##### ##### due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119298,7/04/2022 13:20,Term 1,Violence,Rural South and West,Albury,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,"Executive staff report ###### disclosures students made in regards to another students ##### on school grounds. ##### will be followed. Parents of all students involved have been notified. Supports are in place. School is managing the matter, Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-119301,7/04/2022 13:21,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,Advice received from the Executive Director's office that the school is non-operational from ##### due to flooding.,1,On workplace grounds
S-2022-119308,7/04/2022 13:22,Term 1,Emergency Situation,Regional South,Shoalhaven,Flood,,,"An executive staff member reports the school will be operational but with minimal supervision due to flooding. Staff members and parents have been notified. No injuries to staff or students. Supports are in place. School continues to manage the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119306,7/04/2022 13:22,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports that the School will be non operational ##### ##### due to flooding in the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119318,7/04/2022 13:28,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff reports that the school is operating under minimal supervision due to the flooding issues surrounding the school. Some roads have been closed off. Limited staff on site. All students have gone home. Parents were notified. No damages have been reported at this stage. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-119325,7/04/2022 13:30,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member reported the school will be non-operational as of today due to flooding. No injuries were sustained to staff members. There are ##### students who sustained an injury. No first aid was required for the students. Asset Management Unit was notified. Supports are in place. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-119420,7/04/2022 13:49,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member reports that the School is operating today at minimal supervision due to flooding in the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119424,7/04/2022 13:51,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member advised that the school will be non-operational on the ##### due to flooding in the local area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119425,7/04/2022 13:52,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"Executive staff member reports that the school has become non operational due to flooding in the area. No injuries sustained. Community have been advised. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-119449,7/04/2022 13:59,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports the school will be non operational due to localised flooding. Parents and staff have been informed. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119477,7/04/2022 14:05,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member advises the school will be non operational ##### due to local flooding. All staff and parents will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119498,7/04/2022 14:09,Term 1,Emergency Situation,Regional South,Lake Illawarra South,Flood,,,"An Executive reports the school will operate on minimal supervision due to the floods. School community and Director, Education Leadership aware aware.",1,On workplace grounds
S-2022-119523,7/04/2022 14:15,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An employee reports the school will be non operational ##### due to local flooding. staff and parents have been notified. Executive staff are aware. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-119540,7/04/2022 14:20,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"Executive staff member reports that the school has become non operational due to flooding in the area. No injuries sustained. Community have been advised. Director , Educational Leadership has been made aware.",1,On workplace grounds
S-2022-119542,7/04/2022 14:21,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"An executive staff member reports the school will be non-operational on ##### #####. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119557,7/04/2022 14:26,Term 1,Violence,Metropolitan South and West,St Andrews,Assault,,,"Executive staff member reports a student has been ##### on school grounds. No injuries were sustained. Parents have been contacted. School is managing the matter at a local level. ###### Director , Educational Leadership has been made aware",1,On workplace grounds
S-2022-119562,7/04/2022 14:27,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-119558,7/04/2022 14:27,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports the school will be non operational ##### due to local flooding. Parents and staff have been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119569,7/04/2022 14:29,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119570,7/04/2022 14:29,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports that the School will be non operational ##### ##### due to flooding in the area. School community has been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119571,7/04/2022 14:29,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An Executive staff member reports the school will be non operational on ##### due to a flood event affecting the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119577,7/04/2022 14:31,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119583,7/04/2022 14:33,Term 1,Emergency Situation,Regional South,Wollondilly,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119593,7/04/2022 14:34,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware",1,On workplace grounds
S-2022-119602,7/04/2022 14:36,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119605,7/04/2022 14:37,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119621,7/04/2022 14:42,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119620,7/04/2022 14:42,Term 1,Emergency Situation,Regional South,Wollongong North,Flood,,,"An executive staff member reports the school will be non operational due to localised flooding. Parents and staff will be notified. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119632,7/04/2022 14:44,Term 1,Emergency Situation,Regional South,Wollongong North,Flood,,,"School reports they will be non operation ##### the #####. School community and Director, Education Leadership are aware.",1,On workplace grounds
S-2022-119634,7/04/2022 14:45,Term 1,Emergency Situation,Regional South,Wollongong,Severe Storm,,,"An executive staff member reported the school will be non-operational due to an external emergency off school grounds. No injuries were sustained. Parents were notified. The support is in place for the staff members and students. Police are aware. School continues to manage the matter. Director, Educational Leadership was aware.",1,On workplace grounds
S-2022-119648,7/04/2022 14:48,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An Executive staff member reports the school will be non operational on the ##### due to flooding. No physical injuries sustained. Director, Educational leadership is aware.",1,On workplace grounds
S-2022-119651,7/04/2022 14:49,Term 1,Emergency Situation,Regional South,Wollongong North,Flood,,,"An Employee (#####) reports the school will be non operational ##### due to the floods. School community and Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-119656,7/04/2022 14:51,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member reports the school will be non-operational on ##### #####. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119674,7/04/2022 14:55,Term 1,Emergency Situation,Regional South,Lake Illawarra South,Flood,,,"Executive reports the school will operate on minimal supervision ##### the ##### due to the floods. School community and Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-119730,7/04/2022 15:04,Term 1,Emergency Situation,Regional South,Wollongong North,Flood,,,"An Executive staff member reports the school will be non operational on the ##### due to local flooding. No physical injuries sustained. Director, Educational leadership is aware.",1,On workplace grounds
S-2022-119736,7/04/2022 15:05,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,"An executive staff member reports the school will be non-operational on ##### #####. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119741,7/04/2022 15:06,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member reports that the school will be non-operational due to flooding issues surrounding the school. Some areas of the school have been impacted or damaged by torrential rain. Parents were informed. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-119750,7/04/2022 15:09,Term 1,Emergency Situation,Regional South,Wollongong,Flood,,,xecutive staff report school will be non operational from ##### due to flooding in the area. DEL is aware.,1,On workplace grounds
S-2022-119764,7/04/2022 15:12,Term 1,Emergency Situation,Regional South,Lake Illawarra South,Flood,,,"Executive staff member reports the school will be on minimal supervision due to flooding in the area. Community have been notified. Director, Educational Leadership has been made aware.",1,On workplace grounds
S-2022-119791,7/04/2022 15:19,Term 1,Emergency Situation,Metropolitan South and West,Fairfield,Flood,,,"An Executive staff member reports the school is non-operational due to flooding in the area. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119800,7/04/2022 15:20,Term 1,Emergency Situation,Regional South,Shoalhaven,Flood,,,"Executive staff member reports they will be non operation ##### the ##### due to flooding in the area. School community and Director, Education Leadership have been made aware.",1,On workplace grounds
S-2022-119834,7/04/2022 15:25,Term 1,Emergency Situation,Regional South,Wollongong North,Flood,,,"An executive staff member reports the school will be non operational ##### ##### due to local flooding. Staff and parents have been notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119850,7/04/2022 15:31,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"Executive staff report that the school will be non operational ##### the ##### due to severe weather and localised flooding. School is managing the matter. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-119878,7/04/2022 15:34,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,"An executive staff member reports that the school will be non operational due to flooding issues impacting the school and surrounding areas. Some areas of the school have been impacted or damaged by torrential rain. Asset Management Unit has been notified. Parents were informed. Director, Educational Leadership was informed.",1,On workplace grounds
S-2022-119875,7/04/2022 15:34,Term 1,Emergency Situation,Regional South,Lake Illawarra North,Flood,,,Executive reports the school will be non operational ##### the #####. School community are aware.,1,On workplace grounds
