Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred
S-2022-348518,28/11/2022 11:08,Term 4,Violence,Metropolitan South and West,Penrith,Allegations Of Sexual Assault,,Assault,Executive staff reports a member of the community has disclosed allegations of ##### assault by a staff member on school grounds. Police have been notified. Child Wellbeing Unit was notified. School is managing the matter. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-348594,28/11/2022 11:41,Term 4,Violence,Regional North,Central Coast,Indecent Assault,,,"Executive staff member report an incident on school grounds involving ##### students due to ##### assault. Parents have been notified. ##### guidelines followed. Supports in place. Director, educational leadership will be notified.",1,On workplace grounds
S-2022-348640,28/11/2022 12:03,Term 4,Violence,Rural South and West,Wagga Wagga,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reports ######students expressed threats of violence towards another student on school grounds. No injuries were sustained. Parents and police were contacted and the students left school grounds. Supports will be provided. The Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-348756,28/11/2022 12:48,Term 4,Weapon,Rural South and West,Queanbeyan,Possession of a weapon,,,An employee reports a student in possession of a ###### on school grounds. No injuries sustained. Parents notified. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-348785,28/11/2022 12:59,Term 4,Welfare,Rural South and West,Narrandera,Student Behaviour,,,"Executive staff report that a student has threatened staff and put themselves in a dangerous situation on school grounds after becoming #####. Parents and emergency services contacted. Police attended and student was transported by paramedics to hospital for medical treatment. School is managing the matter and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-348951,28/11/2022 14:03,Term 4,Violence,Metropolitan South,Auburn,Threat / Intimidation / Offens. Conduct,,,"An executive employee reports welfare concerns for a student following an incident on school grounds. Supports are in place. Parents will be advised, School will continue to manage the matter.",1,On workplace grounds
S-2022-348973,28/11/2022 14:10,Term 4,Violence,Regional North,Lake Macquarie East,Assault,,Threat / Intimidation / Offens. Conduct,A staff member reports a student has entered a ##### state and assaulted her mother and a staff member on school grounds. An ambulance was called for and the student was taken to hospital. Supports are in place for the student. Reporting guidelines have been followed. Executive staff have been informed,1,On workplace grounds
S-2022-349006,28/11/2022 14:20,Term 4,Welfare,Regional South,Macarthur,Student Behaviour,,,"An executive staff member reports a students ##### behaviour on school grounds. First aid to be offered to injured staff. Parents and police were called and attended school. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-349022,28/11/2022 14:27,Term 4,Violence,Regional North,Cessnock,Indecent Assault,,Personal Health Condition,"An executive staff member reports of student welfare concerns regarding allegations of ##### assault. Parents will be notified. ##### had been followed. Supports are in place for student involved. Director, Educational Leadership will be informed.",1,Off site activity
S-2022-349037,28/11/2022 14:33,Term 4,Violence,Regional North and West,Mudgee,Threat / Intimidation / Offens. Conduct,,Student Behaviour,"An executive staff member reported a student displayed a threatening behaviour on school grounds. No injuries were sustained. ##### was followed. Parents were notified. Support is in place. School continues to manage the matter. Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-349039,28/11/2022 14:35,Term 4,Violence,Regional North and West,Lithgow,Threat / Intimidation / Offens. Conduct,,Staff Welfare Concerns,"Executive staff member reports an incident on school grounds involving a member of community due to threats and parent/##### behaviour. No injuries sustained. Police have been notified. Child welbeing unit notified. Supports in place. Director, educational leadership is aware.",1,On workplace grounds
S-2022-349175,28/11/2022 15:09,Term 4,Violence,Regional North,Tuggerah Lakes,Assault,,,"A staff member reports a student was physically assaulted with ###### by a student on school grounds. First aid administered. Parent notified and will convey student to hospital for medical treatment. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-349271,28/11/2022 15:32,Term 4,Violence,Rural North,Richmond,Threat / Intimidation / Offens. Conduct,,,An employee reports a student displayed threatening behaviour on school grounds. Parents notified. Supports in place. Executive staff are aware.,1,On workplace grounds
S-2022-349404,28/11/2022 16:04,Term 4,Welfare,Rural South and West,Eden-Monaro,Traffic Accident,,Student Welfare Concerns,"An executive staff reports welfare concerns for students due to an accident that occurred off school grounds involving ##### other students. Supports are in place and school are currently managing the matter. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-349551,28/11/2022 18:06,Term 4,Violence,Regional North,Central Coast,Assault,,,"Staff member advised that a student was assaulted on school grounds. Emergency services were contacted and the school went into lockdown. Counselling supports being arranged. Principal and Director, Educational Leadership are aware.",1,On workplace grounds
S-2022-350201,29/11/2022 11:37,Term 4,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive staff member reports of a student assaulting another student on school grounds. First aid was administered. Parents were notified. The school is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-350237,29/11/2022 11:44,Term 4,Violence,Rural South and West,Wagga Wagga,Assault,,,"An Executive staff member reports of a student assaulting another student on school grounds. First aid was administered. Parents were notified. The school is managing the matter. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-350300,29/11/2022 12:04,Term 4,Weapon,Metropolitan North,The Ponds,Possession of a weapon,,,A staff member reports that a student was in possession of a ###### on school grounds. No injuries or threats were made. The ##### was confiscated. Parents have been contacted. Executive staff are aware.,1,On workplace grounds
S-2022-350310,29/11/2022 12:06,Term 4,Violence,Regional North and West,Maitland,Assault,,,An executive staff member reports a student assaulted another student on school grounds. First aid was administered and police were notified. Parents have been notified and supports are in place. School is currently managing the matter.,1,On workplace grounds
S-2022-350401,29/11/2022 12:37,Term 4,Violence,Regional North and West,Mid Coast Valleys,Assault,,,"An Executive staff member reports a physical altercation that occurred between students on school grounds. First aid administered. Parents were notified and students were collected. Media unit to be notified. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-350492,29/11/2022 13:03,Term 4,Violence,Regional North and West,Maitland,Assault,,,An executive employee reports a student was assaulted by another student on school grounds. First aid was administered. Parents were contacted. Parent conveyed injured student to hospital. Police will be contacted. Executive staff aware.,1,On workplace grounds
S-2022-350523,29/11/2022 13:16,Term 4,Weapon,Rural North,Lennox Coast,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,"An executive employee reports a student in possession of ###### displayed threatening behaviour on school grounds. No injuries sustained. Police contacted. Supports in place. Parents notified. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-350667,29/11/2022 13:51,Term 4,Violence,Regional North,Tuggerah Lakes,Indecent Assault,,Assault,An executive employee reports an ##### assault involving students on school grounds. ##### will be followed. Police will be contacted. Parents are aware. Supports in place.,1,On workplace grounds
S-2022-350720,29/11/2022 14:06,Term 4,Violence,Regional North and West,Macquarie,Assault,,Child Protection,"Staff member reports a student assault on a staff member and Child protection concerns. Parent to be notified. Supports are in place. ##### is being followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-350734,29/11/2022 14:09,Term 4,Weapon,Metropolitan North,Quakers Hill,Possession of a weapon,,,An executive staff member reports a student was in possession of ###### on school grounds. No threats or injuries were made. Police were contacted and attended. Parents were notified. School had managed the matter,1,On workplace grounds
S-2022-350746,29/11/2022 14:14,Term 4,Violence,Metropolitan South and West,Eastern Creek,Assault,,,"An executive staff member reports ##### students were involved in a physical altercation on school grounds. First aid was provided. Parents were contacted and the students were collected. Supports will be implemented. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-350752,29/11/2022 14:15,Term 4,Violence,Regional North and West,Mid Coast Valleys,Assault,,,"An executive staff member reports that a student physically impacted ##### staff members on school grounds. First aid was administered.#####staff member was conveyed to hospital for medical treatment. Parents have been notified. Supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-350757,29/11/2022 14:16,Term 4,Violence,Metropolitan South,Georges River,Allegations Of Sexual Assault,,Suicidal Intentions,Executive staff reports student has reported allegations of ##### assault and has expressed ##### intentions on school grounds. ##### has been followed. Executive staff aware.######,1,On workplace grounds
S-2022-350823,29/11/2022 14:31,Term 4,Violence,Regional South,Lake Illawarra North,Assault,,Nuisance Use of Technology,"An executive staff member reports that ##### students were involved in a physical altercation on school grounds. The incident was filmed by another student with their mobile device. The footage was circulated to other students and members of the community through a file-sharing feature. First aid was provided. Support will be organised. Police will be contacted. Parents were called. Media Unit will be notified. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-350861,29/11/2022 14:42,Term 4,Violence,Regional North and West,Maitland,Threat / Intimidation / Offens. Conduct,,Nuisance Use of Technology,An staff member reports they and a student were impacted by a student on school grounds. Parents were contacted. Supports are in place. The school is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2022-350874,29/11/2022 14:46,Term 4,Violence,Metropolitan South and West,Sutherland,Assault,,Student Behaviour,"Staff member reports a student attempt to ###### staff member on school grounds. Student collected from school. Supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-350878,29/11/2022 14:47,Term 4,Violence,Metropolitan South and West,Cowpasture,Assault,,,An employee has sustained an injury following an assault by a student on school grounds. First aid not required. Parents will be notified. Supports to be implemented. ##### followed. School is managing the matter. Executive staff are aware.,1,On workplace grounds
S-2022-350924,29/11/2022 14:58,Term 4,Violence,Rural North,Richmond,Threat / Intimidation / Offens. Conduct,,,Executive staff member reports a student has made threatening remarks towards staff on school grounds. No injuries. Supports are in place. Parents will be called. Director Educational Leadership will be notified.,1,On workplace grounds
S-2022-350930,29/11/2022 15:01,Term 4,Weapon,Rural South and West,Albury,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports a student had been in possession of ###### on school grounds and has also made threats towards another student. Police had been notified and are investigating the matter. Parents of students involved were contacted. Director, Educational Leadership has been informed.",1,On workplace grounds
S-2022-351008,29/11/2022 15:17,Term 4,Weapon,Metropolitan South and West,Eastern Creek,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,An Executive staff member reports that a student was in possession of a###### and threatened a student on school grounds. Parents were contacted. The######was confiscated. Supports are in place. The school is managing the matter.,1,On workplace grounds
S-2022-351171,29/11/2022 15:51,Term 4,Violence,Regional South,Macarthur,Indecent Assault,,,Executive staff member reports several students have alleged being ##### assaulted by another student on school grounds. Police will be called. Supports have been offered to affected students. ##### has been followed. Director Educational Leadership will be notified.,1,On workplace grounds
S-2022-351222,29/11/2022 16:08,Term 4,Weapon,Regional South,Wollongong,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,A staff member reports that a student threatened them on school grounds with a #####.Parents will be notified. The ##### was confiscated. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2022-351239,29/11/2022 16:22,Term 4,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,,An executive employee reports concerns for ##### students following an incident of ##### behaviour which occurred on school grounds. ##### has been followed. ######,1,On workplace grounds
S-2022-351255,29/11/2022 16:31,Term 4,Violence,Metropolitan South,Strathfield,Indecent Assault,,,Executive staff member reports a student has made ##### Assault allegations against another student. ##### has been followed. Supports have been offered. Police have been called. Director Educational Leadership has been notified.,1,On workplace grounds
S-2022-351386,30/11/2022 8:07,Term 4,Violence,Metropolitan South and West,Woronora River,Assault,,Student Behaviour,"An executive staff member reports a student assaulted staff and made threats on school grounds. First aid was administered. Injured staff member has sought medical treatment. Police and parents were called and attended. Student was collected. Supports are in place. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-351979,30/11/2022 10:27,Term 4,Violence,Regional North,Central Coast,Indecent Assault,,,Executive staff member reports a student disclosing ##### Assault on school grounds by another student. ##### has been followed. ######,1,On workplace grounds
S-2022-352070,30/11/2022 10:54,Term 4,Malicious Use of Technology,Metropolitan South and West,Bungarribee,Nuisance Use of Technology,,,"An employee reports well-being concerns for students involved in nuisance use of technology on school grounds. Parents were contacted. ##### was followed. Support was offered. Executive staff member and Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-352154,30/11/2022 11:20,Term 4,Violence,Metropolitan South,Bondi,Threat / Intimidation / Offens. Conduct,,Self Harm,An executive staff member reports a student has demonstrated threatening and intimidating conduct toward another student on school grounds. ##### has been followed. ######,1,On workplace grounds
S-2022-352183,30/11/2022 11:27,Term 4,Violence,Metropolitan South and West,St Andrews,Indecent Assault,,,"An executive staff member reported a student displayed an ##### behaviour towards another student on school grounds. No injuries were sustained. Police will be notified. Parents will be notified upon police advice. ##### will be followed. Support will be provided to the involved students. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-352198,30/11/2022 11:31,Term 4,Violence,Metropolitan South,Port Jackson,Assault,,Nuisance Use of Technology,Executive staff reports a physical assault involving a former student and a student on school grounds. No injuries sustained. Concerns were raised due to an ##### video shared on a social media platform. Parents are aware. Supports are in place. Media Unit will be contacted. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-352326,30/11/2022 12:12,Term 4,Weapon,Rural South and West,Wagga Wagga,Possession of a weapon,,,"Executive staff member reports of a student in possession of ###### on school grounds. No staff or students injured. Parents notified. Police have been contacted. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-352364,30/11/2022 12:24,Term 4,Violence,Regional North,Lake Macquarie East,Assault,,,Executive staff member reports a student physically assaulted a student with a ##### on school grounds. First aid was administered. Parents are aware. Police have been notified. Supports are in place.,1,On workplace grounds
S-2022-352583,30/11/2022 13:18,Term 4,Violence,Metropolitan South and West,Cowpasture,Indecent Assault,,,"An executive staff member reports allegations of ##### assault involving students on school grounds. Parents have been notified. ##### has been followed. Supports are in place. Director, Educational Leadership to be made aware.",1,On workplace grounds
S-2022-352808,30/11/2022 14:28,Term 4,Criminal Activity,Regional North and West,Hunter,Bomb Threat/Suspicious Package,,,"An executive staff member reports a###### was made to the school. Staff and students were evacuated. Police were contacted and attended. Communication has been sent parents. Director, Educational Leadership has been notified.",1,On workplace grounds
S-2022-352873,30/11/2022 14:47,Term 4,Violence,Regional South,Campbelltown,Assault,,,Executive staff reports a student was assaulted by another student on school grounds. First aid was administered. Ambulance called and arrived and conveyed the student to hospital. Parents were notified. School is managing the matter. Supports are being organised. Police will be notified. Director Educational Leadership will be made aware.,1,On workplace grounds
S-2022-352915,30/11/2022 14:56,Term 4,Violence,Regional North,Tuggerah Lakes,Assault,,,A staff member reports they and multiple staff members were impacted by a student on school grounds. First aid was administered. Parents were contacted and the student was collected. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2022-352946,30/11/2022 15:04,Term 4,Violence,Regional North,Brisbane Water,Assault,,Threat / Intimidation / Offens. Conduct,"Executive staff report of a physical altercation between students on school grounds. First aid was administered for a student. Police were contacted and attended. Parents were notified. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-353017,30/11/2022 15:23,Term 4,Violence,Metropolitan South and West,Eastern Creek,Allegations Of Sexual Assault,,Nuisance Use of Technology,"An executive employee reports welfare concerns for students following allegations of ##### assault off school grounds. ##### has been done. Police will be contacted. Supports will be implemented. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-353047,30/11/2022 15:35,Term 4,Violence,Regional South,Macarthur,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reports of student behaviour concerns after a student had made threats towards a staff member on school grounds. Parents were notified. Police will be contacted. Director, Educational Leadership will be informed.",1,On workplace grounds
S-2022-353220,30/11/2022 16:38,Term 4,Violence,Metropolitan South and West,Penrith,Indecent Assault,,,An Executive staff member reports a student has made allegations of ##### assault against another student occurring on school grounds. Police to be informed. Parent notified. Supports are in place. ##### will be followed. Executive staff are aware.,1,On workplace grounds
S-2022-353494,1/12/2022 8:47,Term 4,Violence,Regional North,Mooney Mooney,Assault,,Student Behaviour,An Executive staff member reports of a student assaulting another student on school grounds. First aid was administered and Ambulance was called and conveyed student to seek Medical treatment. Parents were notified. The school is managing the matter. Executive staff are aware,1,On workplace grounds
S-2022-353493,1/12/2022 8:47,Term 4,Violence,Regional North,Port Stephens,Assault,,,"Executive staff member reports an assault between ##### students on school grounds. First aid was applied. Parents notified. Media unit will be notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-353501,1/12/2022 8:50,Term 4,Violence,Rural North,Tweed Coast,Threat / Intimidation / Offens. Conduct,,,An employee reports a students displayed threatening behaviour on school grounds. Supports in place. Parents are aware. Executive staff are aware.,1,On workplace grounds
S-2022-353712,1/12/2022 9:56,Term 4,Weapon,Regional North and West,Upper Hunter,Possession of a weapon,,,"An executive staff member reports a student was in possession of ###### on school grounds. No threats or injuries were caused. Police were contacted and attended. Parents were notified. Director, Educational Leadership has been informed",1,On workplace grounds
S-2022-353894,1/12/2022 11:01,Term 4,Welfare,Regional South,Campbelltown,Student Behaviour,,Ingestion Of Object Or Substance,"An employee reports well-being concerns for a student, who has ingested ##### objects on school grounds. ##### and support officer were informed. The student was conveyed to hospital by a support officer for further medical treatment. Executive staff were made aware.",1,On workplace grounds
S-2022-353919,1/12/2022 11:07,Term 4,Violence,Regional South,Campbelltown,Threat / Intimidation / Offens. Conduct,,,An employee reports concerns for a student after they expressed threats of violence towards other students on school grounds. No injuries were sustained. Parents will be notified. ##### was completed and supports will be provided. Executive staff are aware.,1,On workplace grounds
S-2022-353940,1/12/2022 11:12,Term 4,Violence,Regional North and West,Maitland,Assault,,,"An executive staff member reports a student was physically assaulted by a student with a ##### on school grounds. No first aid required. Parents are aware. Supports offered. Police to be contacted. Director, Educational Leadership to be made aware.",1,On workplace grounds
S-2022-354065,1/12/2022 11:52,Term 4,Violence,Metropolitan South and West,Fairfield,Assault,,Possession of a #####,"Executive staff report Police are currently on school grounds due to an incident where multiple students have attempted assault a student with ###### off school grounds. Parents have been informed. School is managing matter and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-354219,1/12/2022 12:38,Term 4,Violence,Metropolitan South and West,Sutherland,Allegations Of Sexual Assault,,,"An executive staff member reports allegations of an historical ##### assault disclosed by a former student off school grounds. Police will be notified. ##### will be followed. Support is in place. The Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-354271,1/12/2022 12:55,Term 4,Violence,Metropolitan South,Georges River,Assault,,Threat / Intimidation / Offens. Conduct,An executive staff member reports a student physically assaulted a student and made threats with###### on school grounds. No first aid was required. Parents have been notified. Supports offered to staff and students involved. The school is managing the matter.,1,On workplace grounds
S-2022-354283,1/12/2022 12:58,Term 4,Welfare,Metropolitan North,Mount Druitt,Attempted Suicide,,,"Staff member reports a student attempted ##### on school grounds. First aid was applied. Ambulance called, attended and have conveyed the student to hospital. Parents notified. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-354435,1/12/2022 13:54,Term 4,Weapon,Regional North,Lake Macquarie East,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,"An executive staff member reports that a student threatened another student with ###### on school grounds. No physical injuries were sustained. Parents were notified. Police will be notified. Supports to be organised. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-354452,1/12/2022 13:59,Term 4,Malicious Use of Technology,Regional North,Lake Macquarie North,Nuisance Use of Technology,,Child Protection,Executive staff reports an incident involving nuisance use of technology relating to explicit material off school grounds. ##### has been followed. ######,1,On workplace grounds
S-2022-354454,1/12/2022 14:01,Term 4,Welfare,Regional North and West,Maitland,Student Behaviour,,,"An executive employee reports welfare concerns for students following ##### behaviours displayed on school grounds. No injuries sustained. Police will be contacted. Supports will be implemented. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-354465,1/12/2022 14:02,Term 4,Violence,Regional North and West,Upper Hunter,Assault,,,"An executive staff member reports ##### students were involved in a physical altercation on school grounds. First aid administered. Parents and police were contacted. School continue to manage. Director, Educational Leadership to be notified.",1,On workplace grounds
S-2022-354556,1/12/2022 14:29,Term 4,Violence,Metropolitan North,The Beaches,Threat / Intimidation / Offens. Conduct,,,"An executive staff member reports concerns for a student after they expressed threats of violence on school grounds. No injuries were sustained. Parents were notified. ##### will be completed and supports are in place. The Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-354664,1/12/2022 15:04,Term 4,Violence,Rural South and West,Griffith,Indecent Assault,,,Executive staff member reports ##### assault involving ##### student on school grounds. ##### has been followed. ######,1,On workplace grounds
S-2022-354668,1/12/2022 15:04,Term 4,Violence,Regional North,Lake Macquarie East,Assault,,,An employee reports a ##### student assaulted ##### students and ##### staff members on school grounds. The classroom was placed in lockdown. Parents were notified and the ##### student was collected. First aid was administered. Support was provided and the school will manage the matter. Executive staff are aware.,1,On workplace grounds
S-2022-354712,1/12/2022 15:15,Term 4,Weapon,Regional North and West,Taree,Possession of a weapon,,Student Behaviour,Executive employee reports a student has attempted ##### on school grounds. Staff members intervened. No physical injuries sustained. #####s were informed. ##### will be followed. The school is continuing to manage the matter and supports are in place.,1,On workplace grounds
S-2022-354788,1/12/2022 15:32,Term 4,Weapon,Regional North,Lake Macquarie East,Possession of a weapon,,Child Protection,Executive staff reports a student was found in possession of a ##### on school grounds before disclosing a risk of violence. No injuries were sustained. #####s were confiscated and secured. Police will be notified. Parents were notified and collected the student. ##### was completed. Child wellbeing unit was notified. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-354823,1/12/2022 15:39,Term 4,Violence,Regional North,Tuggerah Lakes,Indecent Assault,,,Executive staff member reports a student disclosing ##### Assault on school grounds by other students. ##### has been followed. ######,1,On workplace grounds
S-2022-354876,1/12/2022 15:50,Term 4,Violence,Regional North,Callaghan,Assault,,,Executive staff reports a student sustained injuries in the school grounds when physically assaulted by another student. A video of the fight was taken on a device and shared via a social media platform. Supports are in place. Media unit will be called. School is managing at a local level.,1,On workplace grounds
S-2022-354941,1/12/2022 16:14,Term 4,Weapon,Regional North,Brisbane Water,Possession of a weapon,,Self Harm,"An employee reports well-being concerns for a student, who was in possession ###### and expressed intentions of ###### on school grounds. No injuries sustained. The #####s have been confiscated. Police were contacted. Emergency services were called. Support officer was notified. The student was conveyed to hospital by ambulance. Executive staff were made aware.",1,On workplace grounds
S-2022-354981,1/12/2022 16:39,Term 4,Violence,Rural North,Peel,Allegations Of Sexual Assault,,,Executive staff member reports a student has alleged being ###### assaulted by another student on school grounds. Police have been called. Parents are aware. ##### will follow. Director Educational Leadership is aware.,1,On workplace grounds
S-2022-355036,1/12/2022 17:06,Term 4,Weapon,Rural South and West,Orange,Possession of a weapon,,,"An executive staff member reports a student was found in possession of ###### on school grounds. No injuries were sustained. The ###### was confiscated and secured. Parents and police were notified and the school have managed the matter. The Director, Educational Leadership was notified.",1,On workplace grounds
S-2022-355083,2/12/2022 8:10,Term 4,Violence,Regional North,Mooney Mooney,Assault,,,"Executive staff member reports an allegation of assault on school grounds involving a student and an employee. Parents will be notified. Supports are in place. School is continuing to manage the matter. ##### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-355204,2/12/2022 8:41,Term 4,Violence,Metropolitan South and West,Eastern Creek,Indecent Assault,,,Executive staff member reports a student disclosing an incident of ##### Assault during a school activity by another student. ##### has been followed. Parents have been notified. ######,1,Off site activity
S-2022-355238,2/12/2022 9:03,Term 4,Emergency Situation,Rural South and West,West Wyalong,Flood,,,"An executive staff member reports that the school will be non-operational as of ##### due to flooding issues surrounding the school and road closures. Director, Educational Leadership was made aware.",1,On workplace grounds
S-2022-355264,2/12/2022 9:16,Term 4,Violence,Regional North,Lake Macquarie North,Assault,,,An employee reports students fighting on school grounds. No first aid was administered. Parents were notified..Police were not notified.. Executive staff are aware.,1,On workplace grounds
S-2022-355435,2/12/2022 10:08,Term 4,Weapon,Regional North,Tuggerah Lakes,Possession of a weapon,,Assault,A staff member reports a student was assaulted by another student on school grounds. First aid was administered.Parents wee notified. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-355529,2/12/2022 10:35,Term 4,Weapon,Regional North and West,Upper Hunter,Possession of a weapon,,,"An Executive reports a student was found to be in possession of a ##### on school grounds. No physical injuries sustained. Parents contacted and collected student. Police will be notified. Supports to be implemented for student. Director, Educational Leadership will be advised.",1,On workplace grounds
S-2022-355668,2/12/2022 11:16,Term 4,Emergency Situation,Regional South,Lake Illawarra South,Utility Failure,,,"An executive staff member reported a utility failure on school grounds. No injuries were sustained. The school went into lock-down. The lock-down was lifted after 30 minutes. Support is in place. Asset Management Unit was notified. School continues to manage the matter. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-355743,2/12/2022 11:45,Term 4,Weapon,Regional North,Tuggerah Lakes,Possession of a weapon,,Assault,A staff member reports they were impacted by a student on school grounds. The student was also in possession of ######. First aid was administered. The ###### was confiscated. Supports are in place. Executive staff are aware,1,On workplace grounds
S-2022-355772,2/12/2022 11:56,Term 4,Violence,Metropolitan North,Quakers Hill,Threat / Intimidation / Offens. Conduct,,,Executive staff member reports concerns due to the ##### behavior of a parent on school grounds. No injuries sustained. Supports have been offered to staff involved. Police were called. Director Educational Leadership has been notified.,1,On workplace grounds
S-2022-355836,2/12/2022 12:15,Term 4,Weapon,Regional South,Wollondilly,Possession of a weapon,,Fire-Lighting,An employee reports a student was found in possession of ###### on school grounds. No injuries were sustained. The ###### was confiscated and secured. Police will be contacted. Parents are aware and the school will manage the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-355865,2/12/2022 12:18,Term 4,Malicious Use of Technology,Metropolitan South and West,Port Hacking,Nuisance Use of Technology,,,"Executive staff member reports of a student uploading ##### videos images to a social media platform viewed by several other students. Police have been notified. Parents will be contacted. Supports to be reviewed. Director, Educational Leadership is aware.",1,On workplace grounds
S-2022-355867,2/12/2022 12:19,Term 4,Violence,Regional North,Glenrock,Assault,,Possession of a #####,Executive employee reports they have sustained an injury after being assaulted by a student in possession of a ##### on school grounds. First aid was applied. School is managing the matter at a local level. Executive staff will be made aware,1,On workplace grounds
S-2022-355926,2/12/2022 12:43,Term 4,Violence,Regional North,Hawkesbury,Threat / Intimidation / Offens. Conduct,,Nuisance Use of Technology,A staff member reports a student has made a threat to a staff member using school technology on school grounds. No physical injuries were sustained. Parents will be contacted and will convey the student home. Executive staff have been made aware,1,On workplace grounds
S-2022-355949,2/12/2022 12:53,Term 4,Weapon,Metropolitan North,Mount Druitt,Possession of a weapon,,Threat / Intimidation / Offens. Conduct,An employee reports feeling impacted after a student expressed threats of violence while in possession of ####### on school grounds. First aid was not required and the employee remained at school. Parents will be notified and the school will manage the matter. Supports are in place. Executive staff are aware.,1,On workplace grounds
S-2022-355976,2/12/2022 12:56,Term 4,Violence,Metropolitan South and West,Cowpasture,Assault,,,"School reports of a student ##### assaulting another student on school grounds. First aid was administered. Parent contacted and student impacted was collected from school and taken to hospital for medical treatment. Executive staff aware. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-356071,2/12/2022 13:25,Term 4,Violence,Rural North,Tweed Coast,Threat / Intimidation / Offens. Conduct,,,An Executive staff member reports an student made threats towards another student on school grounds. No physical injuries were sustained.Parents were notified. Supports are in place. Director of Educational Leadership is aware.,1,On workplace grounds
S-2022-356117,2/12/2022 13:41,Term 4,Violence,Metropolitan North,The Ponds,Assault,,,"An Executive reports a ##### student has physically assaulted ##### staff on school grounds. First aid administered. Parents will be notified. Supports to be implemented for student and staff. School is managing the matter. Director, Educational Leadership to be advised.",1,On workplace grounds
S-2022-356131,2/12/2022 13:46,Term 4,Welfare,Metropolitan South,Georges River,Student Welfare Concerns,Absconding / Missing Student,,"An executive staff member reports concerns for a student who absconded school grounds and was reported missing. Parents have been contacted. Police were called. Supports will be implemented. Director, Educational Leadership will be notified.",1,On workplace grounds
S-2022-356133,2/12/2022 13:48,Term 4,Welfare,Regional North and West,Macquarie,Attempted Suicide,,Staff Welfare Concerns,"An executive staff member reports well-being concerns for a staff member on and off school grounds. Support will be offered. Director, Educational Leadership will be made aware.",1,On workplace grounds
S-2022-356335,2/12/2022 14:35,Term 4,Violence,Regional North,Port Stephens,Indecent Assault,,Problematic and Harmful Sexualised Behaviour,"An executive staff member reports of student welfare concerns regarding ##### behaviour displayed on school grounds by students. Parents were notified. ##### had been followed. Director,Educational Leadership will be informed.",1,On workplace grounds
